rank;score_prioridade;faixa;id_snisb;nome;municipio_sede;nivel;idap;dano_potencial_associado;uso_principal;n_municipios_extraterritoriais;n_lacunas_pae;alertavel;pts_dpa;pts_rejeito;pts_nivel;pts_extraterritorial;pts_pae;pts_nao_alertavel
1108;17;baixa;22613;Massa d'Água #160670;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1109;17;baixa;22615;Massa d'Água #160929;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1110;17;baixa;22624;Massa d'Água #163699;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1111;17;baixa;22630;Massa d'Água #164671;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1112;17;baixa;22641;Massa d'Água #166622;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1113;17;baixa;23391;Massa d'Água #170373;Sapezal;Verde;16;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1114;17;baixa;23395;Massa d'Água #172010;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1115;17;baixa;23398;Massa d'Água #172607;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1116;17;baixa;23401;Massa d'Água #174258;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1117;17;baixa;23404;Massa d'Água #178229;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1118;17;baixa;23498;Massa d'Água #182958;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1119;17;baixa;23512;Massa d'Água #188820;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1120;17;baixa;23573;Massa d'Água #191605;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1121;17;baixa;23587;Massa d'Água #196269;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1122;17;baixa;23594;Massa d'Água #198298;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1123;17;baixa;23599;Massa d'Água #200215;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1124;17;baixa;23600;Massa d'Água #201014;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1125;17;baixa;23602;Massa d'Água #201444;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1126;17;baixa;23632;Massa d'Água #203851;Nova Maringá;Verde;13;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1127;17;baixa;23634;Massa d'Água #203966;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1128;17;baixa;23646;Massa d'Água #205134;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1129;17;baixa;23657;Massa d'Água #208270;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1130;17;baixa;23671;Massa d'Água #212282;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1131;17;baixa;23678;Massa d'Água #216360;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1132;17;baixa;23704;Massa d'Água #217286;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1133;17;baixa;23711;Massa d'Água #218398;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1134;17;baixa;23746;Massa d'Água #221315;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1135;17;baixa;23755;Massa d'Água #223691;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1136;17;baixa;23757;Massa d'Água #224375;Canarana;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1137;17;baixa;23760;Massa d'Água #224991;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1138;17;baixa;23767;Massa d'Água #226576;Santa Terezinha;Verde;13;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1139;17;baixa;23768;Massa d'Água #226789;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1140;17;baixa;23784;Massa d'Água #233184;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1141;17;baixa;23789;Massa d'Água #234042;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1142;17;baixa;23809;Massa d'Água #237472;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1143;17;baixa;23810;Massa d'Água #237564;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1144;17;baixa;23811;Massa d'Água #237597;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1145;17;baixa;23813;Massa d'Água #240264;Comodoro;Verde;9;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1146;17;baixa;23815;Massa d'Água #240888;Brasnorte;Verde;7;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1147;17;baixa;23871;Massa d'Água #243819;Rondolândia;Verde;7;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1148;17;baixa;23873;Massa d'Água #243832;Vila Bela da Santíssima Trindade;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1149;17;baixa;23878;Massa d'Água #243864;Rondolândia;Verde;14;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1150;17;baixa;22223;Massa d'Água #56662;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1151;17;baixa;22224;Massa d'Água #57710;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1152;17;baixa;22230;Massa d'Água #65759;Bom Jesus do Araguaia;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1153;17;baixa;22259;Massa d'Água #69653;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1154;17;baixa;22260;Massa d'Água #69922;Brasnorte;Verde;14;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1155;17;baixa;22264;Massa d'Água #70517;São Félix do Araguaia;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1156;17;baixa;22279;Massa d'Água #76964;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1157;17;baixa;22307;Massa d'Água #79702;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1158;17;baixa;22322;Massa d'Água #83563;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1159;17;baixa;22327;Massa d'Água #84492;Alto Boa Vista;Verde;4;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1160;17;baixa;22330;Massa d'Água #85328;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1161;17;baixa;22331;Massa d'Água #86130;Brasnorte;Verde;8;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1162;17;baixa;22335;Massa d'Água #87134;Brasnorte;Verde;5;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1163;17;baixa;22371;Massa d'Água #91738;Alto Boa Vista;Verde;12;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1164;17;baixa;22379;Massa d'Água #95945;Brasnorte;Verde;6;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1165;17;baixa;7957;Mineração Dardanelos;Aripuanã;Verde;14;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
1166;17;baixa;5147;PCH ARS - BARRAGEM;Nova Ubiratã;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1167;17;baixa;4564;PCH Alto Araguaia - Alto Araguaia;Alto Araguaia;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1168;17;baixa;4959;PCH Baruíto - Baruíto;Campo Novo do Parecis;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1169;17;baixa;22738;PCH Beleza - PCH BELEZA;Juscimeira;Verde;4;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1170;17;baixa;20572;PCH Buriti - PCH Buriti;Sapezal;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1171;17;baixa;4925;PCH Cabeça de Boi - Cabeça de Boi;Alta Floresta;Verde;7;Médio;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1172;17;baixa;4554;PCH Cabixi II - CABIXI II;Comodoro;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1173;17;baixa;4580;PCH Cidezal - Principal;Sapezal;Verde;7;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1174;17;baixa;5159;PCH Da Fazenda - Da Fazenda;Alta Floresta;Verde;7;Baixo;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1175;17;baixa;4668;PCH Divisa - Divisa;Campos de Júlio;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1176;17;baixa;4211;PCH Engenheiro José Gelásio da Rocha - Barragem Principal;Rondonópolis;Verde;4;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1177;17;baixa;23104;PCH Engenheiro José Gelásio da Rocha - Canal de Adução;Rondonópolis;Verde;3;Médio;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1178;17;baixa;4178;PCH Esperança - DESVIO;Comodoro;Verde;8;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1179;17;baixa;5154;PCH Faxinal II - PCH FAXINAL II;Aripuanã;Verde;8;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1180;17;baixa;34227;PCH Faxinal II - PCH FAXINAL II;Aripuanã;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1181;17;baixa;4216;PCH Ilha Comprida - Barramento PCH Ilha Comprida;Campos de Júlio;Verde;8;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1182;17;baixa;34186;PCH Juí 117 - NÃO POSSUI BARRAMENTO, DERIVAÇÃO LATERAL DIREITA;Comodoro;Verde;5;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1183;17;baixa;4489;PCH Lajari - Barragem Laje;Alto Taquari;Verde;15;Baixo;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1184;17;baixa;20534;PCH Lajari - Barragem Taquari;Alto Taquari;Verde;16;Baixo;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1185;17;baixa;34160;PCH Mantovilis - Mantovilis;Santo Antônio de Leverger;Verde;16;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1186;17;baixa;4218;PCH Maracanã - Córrego Maracanã;Nova Marilândia;Verde;12;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1187;17;baixa;34847;PCH Mutum I - MUTUM-1;Santo Antônio de Leverger;Verde;16;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1188;17;baixa;5176;PCH Parecis - Principal;Sapezal;Verde;7;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1189;17;baixa;4984;PCH Poxoréo (José Fragelli) - Poxoréo;Poxoréu;Verde;4;Baixo;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1190;17;baixa;20471;PCH Recanto - PCH Recanto;Tangará da Serra;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1191;17;baixa;5034;PCH Rio Prata - prata;Comodoro;Verde;8;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1192;17;baixa;5123;PCH Rio do Sapo - 1;Tangará da Serra;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1193;17;baixa;4888;PCH Rondon - Principal;Sapezal;Verde;7;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1194;17;baixa;23099;PCH Rondonópolis - Canal de Adução;Rondonópolis;Verde;3;Médio;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1195;17;baixa;4560;PCH Sacre II - (NÃO EXISTE BARRAGEM NESTA USINA);Brasnorte;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1196;17;baixa;4726;PCH Santa Lúcia - Barramento Central;Sapezal;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1197;17;baixa;5025;PCH Santa Lúcia II - Barramento Central;Sapezal;Verde;6;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1198;17;baixa;4207;PCH Sete Quedas Alta - Sete Quedas Alta;Juscimeira;Verde;7;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1199;17;baixa;4212;PCH Telegráfica - Principal;Sapezal;Verde;7;Médio;Hidroelétrica;0;5;não avaliado;0;0;2;0;15;0
1200;17;baixa;5065;PCH Água Brava - Brava;Juscimeira;Verde;4;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1201;17;baixa;4798;PCH Água Prata - Prata;Jaciara;Verde;3;Baixo;Hidroelétrica;0;8;não avaliado;0;0;2;0;15;0
1202;17;baixa;19994;PDS Bordolândia;Bom Jesus do Araguaia;Verde;5;Baixo;Recreação;0;8;não avaliado;0;0;2;0;15;0
1203;17;baixa;20131;PRINCIPAL 2A;Alta Floresta;Verde;7;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1204;17;baixa;31361;Pascoal;Querência;Verde;15;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1205;17;baixa;8094;Piscicultura Arco Iris;Dom Aquino;Verde;3;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1206;17;baixa;20067;Ponte de Pedra;Itiquira;Verde;6;Não Classificado;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
1207;17;baixa;5318;REPRESA CARNAIBA;Mirassol d'Oeste;Verde;8;Não Classificado;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
1208;17;baixa;5319;REPRESA SIGLA;Mirassol d'Oeste;Verde;17;Não Classificado;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
1209;17;baixa;35825;RESERVATÓRIO 1 - FAZENDA NOVA CONQUISTA;Novo São Joaquim;Verde;14;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1210;17;baixa;35249;RESERVATÓRIO ELDORADO;Nova Xavantina;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1211;17;baixa;34713;Rancho Queixo Duro I;Sorriso;Verde;6;Baixo;Paisagismo;0;8;não avaliado;0;0;2;0;15;0
1212;17;baixa;339;Refugio dos Pardais;Alta Floresta;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1213;17;baixa;36666;Reservatório Goiana I;Querência;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1214;17;baixa;36476;Reservatório Milênio;Campo Novo do Parecis;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1215;17;baixa;36069;Reservatório São José;Poxoréu;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1216;17;baixa;36633;Reservatório São Matheus;Querência;Verde;13;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1217;17;baixa;36408;Reservatório artificial - Fazenda Iberê;Primavera do Leste;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1218;17;baixa;35105;Roncador VI SEDE;Querência;Verde;15;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1219;17;baixa;26536;SAAF;Nossa Senhora do Livramento;Verde;12;Não Classificado;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
1220;17;baixa;31258;Salinas;Nossa Senhora do Livramento;Verde;7;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
1221;17;baixa;277;Santa Juliana I;Campo Verde;Verde;11;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1222;17;baixa;276;Santa Juliana II;Campo Verde;Verde;5;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1223;17;baixa;34508;Santa Terezinha;Querência;Verde;6;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1224;17;baixa;27890;Sitio Morada das Rosas;Tangará da Serra;Verde;6;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1225;17;baixa;5328;Sitio Pica Pau;Tangará da Serra;Verde;7;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1226;17;baixa;360;Sítio Boa Vista;Rondonópolis;Verde;12;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1227;17;baixa;31769;Sítio Estrela;Tangará da Serra;Verde;8;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1228;17;baixa;21002;Sítio Santa Helena;Rondolândia;Verde;7;Não Classificado;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1229;17;baixa;333;Sítio São Judas Tadeu;Alta Floresta;Verde;5;Baixo;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1230;17;baixa;35482;Tanque Cascata Produtiva;Serra Nova Dourada;Verde;11;Não Classificado;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1231;17;baixa;35322;Tanque Pulmão - Reservatório 1;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1232;17;baixa;35286;Tanque Pulmão - Reservatório 2;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1233;17;baixa;35257;Tanque Pulmão Agropecuária Roncador;Querência;Verde;4;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1234;17;baixa;37386;Tanque Pulmão Fazenda Jacarandá;Araguaiana;Verde;10;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1235;17;baixa;35083;Tanque Pulmão Trojan;Primavera do Leste;Verde;3;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1236;17;baixa;33358;Taquaral II;Nossa Senhora do Livramento;Verde;10;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1237;17;baixa;4157;UHE Dardanelos - UHE Dardanelos;Aripuanã;Verde;6;Médio;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1238;17;baixa;4336;UHE Juba II - Juba II;Barra do Bugres;Verde;6;Baixo;Hidroelétrica;0;7;não avaliado;0;0;2;0;15;0
1239;17;baixa;5140;UHE Salto Apiacás - Salto Apiacás;Juara;Verde;7;Médio;Hidroelétrica;0;6;não avaliado;0;0;2;0;15;0
1240;17;baixa;29564;UISA A;Barra do Bugres;Verde;14;Baixo;Industrial;0;8;não avaliado;0;0;2;0;15;0
1241;17;baixa;35701;V.S. de Souza & Cia LTDA ? Barramento;Rondonópolis;Verde;5;Baixo;Irrigação;0;8;não avaliado;0;0;2;0;15;0
1242;17;baixa;33981;Vila Rica IV;Vila Rica;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1243;17;baixa;34474;Vila Rica IX;Vila Rica;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1244;17;baixa;34471;Vila Rica VII;Vila Rica;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1245;17;baixa;34473;Vila Rica VIII;Vila Rica;Verde;5;Baixo;Dessedentação Animal;0;8;não avaliado;0;0;2;0;15;0
1246;17;baixa;20130;barramento 1B;Alta Floresta;Verde;7;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1247;17;baixa;20132;barramento 4;Alta Floresta;Verde;13;Médio;Aquicultura;0;8;não avaliado;0;0;2;0;15;0
1248;17;baixa;26532;ÁGUAS DE PRIMAVERA LTDA;Primavera do Leste;Verde;12;Baixo;Abastecimento humano;0;8;não avaliado;0;0;2;0;15;0
