categoria;nome;municipio;distancia_eixo_km;faixa;segmento_do_eixo;familias;hospitalar;detalhe;longitude;latitude
aldeia indígena;NAMUNKURA;Barra do Garças;314.49;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.859069;-15.184031
aldeia indígena;Tsekuru;Paranatinga;314.97;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.854942;-12.748142
aldeia indígena;NOVA VIDA;Barra do Garças;315.67;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.872219;-15.365381
aldeia indígena;Sararé Centra;Pontes e Lacerda;316.19;acima de 10 km;manso_capital;;;TI Sararé;-59.398478;-14.790644
aldeia indígena;SAGRADA FAMILIA;Barra do Garças;316.39;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.864292;-15.358778
aldeia indígena;SANTISSIMA TRINDADE;Barra do Garças;317.66;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.845397;-15.314556
aldeia indígena;NOSSA SENHORA DA GUIA;Barra do Garças;318.1;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.847842;-15.356911
aldeia indígena;SANTA CLARA;Campinápolis;318.64;acima de 10 km;manso_capital;;;TI Parabubure;-52.861819;-14.363603
aldeia indígena;NOSSA SENHORA APARECIDA;Barra do Garças;318.65;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.839661;-15.338278
aldeia indígena;NOSSA SENHORA DE FÁTIMA;Barra do Garças;318.76;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.858733;-15.451917
aldeia indígena;NOVA ESPERANÇA;Barra do Garças;319.15;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.858633;-15.469711
aldeia indígena;DIVINA PROVIDENCIA;Barra do Garças;320.71;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.823219;-15.357161
aldeia indígena;Canachuê;Conquista D'Oeste;320.81;acima de 10 km;manso_capital;;;TI Sararé;-59.435464;-14.721667
aldeia indígena;RAINHA DA PAZ;Barra do Garças;321.02;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.820889;-15.360975
aldeia indígena;SÃO GABRIEL;Barra do Garças;322.01;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.784944;-15.142875
aldeia indígena;DIAMAT;Barra do Garças;322.24;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.826308;-15.455397
aldeia indígena;UIRAPURU;Nova Lacerda;322.29;acima de 10 km;manso_capital;;;TI Uirapuru;-59.382136;-14.328678
aldeia indígena;SÃO JOSE;Barra do Garças;322.33;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.808633;-15.362219
aldeia indígena;Aldeia Pivi;Pontes e Lacerda;323.27;acima de 10 km;manso_capital;;;TI Sararé;-59.474708;-14.978881
aldeia indígena;EVANGÉLICA DE DEUS;Barra do Garças;325.66;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.748267;-15.108736
aldeia indígena;Utawana;Gaúcha do Norte;328.41;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.437381;-12.992447
aldeia indígena;UTAWUANA;Gaúcha do Norte;328.55;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.435506;-12.992569
aldeia indígena;KURISEVO;Gaúcha do Norte;328.58;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.436447;-12.991097
aldeia indígena;Aldeia Serra da Borda;Conquista D'Oeste;333.05;acima de 10 km;manso_capital;;;TI Sararé;-59.555844;-14.794314
aldeia indígena;Paukalira (Piscina);Nova Lacerda;340.78;acima de 10 km;manso_capital;;;TI Sararé;-59.617328;-14.769103
aldeia indígena;Topepeweke;Paranatinga;341.09;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.799103;-12.488583
aldeia indígena;YARAMY;Gaúcha do Norte;342.77;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.386483;-12.852775
aldeia indígena;Yaramy;Gaúcha do Norte;342.79;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.385061;-12.854094
aldeia indígena;TERRA PROMETIDA;Barra do Garças;343.13;acima de 10 km;manso_capital;;;TI São Marcos - MT;-52.582917;-15.071519
aldeia indígena;MIRASSOL;Gaúcha do Norte;346.34;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.232086;-12.985072
aldeia indígena;Mirassol;Gaúcha do Norte;346.37;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.232625;-12.983922
aldeia indígena;WASSUSU;Nova Lacerda;346.41;acima de 10 km;manso_capital;;;TI Vale do Guaporé;-59.591156;-14.245908
aldeia indígena;Rawo;Paranatinga;349.24;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.987102;-12.2587
aldeia indígena;Tupará;Nova Ubiratã;354.92;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.967836;-12.209956
aldeia indígena;TUPARA;Nova Ubiratã;354.93;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.967556;-12.21
aldeia indígena;Nekupai;Gaúcha do Norte;354.99;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.168561;-12.938569
aldeia indígena;NEKUPAI;Gaúcha do Norte;355.41;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.166431;-12.935089
aldeia indígena;Nyarazul;Gaúcha do Norte;355.42;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.195867;-12.898381
aldeia indígena;Kawpyna;Gaúcha do Norte;355.57;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.1442;-12.96105
aldeia indígena;KAWPYNA;Gaúcha do Norte;355.6;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.144083;-12.960733
aldeia indígena;Pïrino;Paranatinga;355.74;acima de 10 km;manso_capital;;;terra indígena não identificada;-53.963651;-12.203757
aldeia indígena;KARIB;Gaúcha do Norte;357.73;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.133031;-12.943406
aldeia indígena;Uyaipiuku (Mehinako);Gaúcha do Norte;359.14;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.419914;-12.603764
aldeia indígena;MEHINAKO;Gaúcha do Norte;359.26;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.418975;-12.603181
aldeia indígena;Ihumba;Gaúcha do Norte;359.29;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.247742;-12.783031
aldeia indígena;Japuíra -Menku;Brasnorte;364.29;acima de 10 km;manso_capital;;;TI Menkü;-58.400456;-12.1775
aldeia indígena;Yamala;Gaúcha do Norte;365.45;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.195978;-12.757217
aldeia indígena;Steinen;Feliz Natal;367.81;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.946692;-12.0847
aldeia indígena;STEINEM;Feliz Natal;367.83;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.945756;-12.085072
aldeia indígena;TANGARA DA SERRA;Nova Nazaré;371.43;acima de 10 km;manso_capital;;;TI Areões;-52.335944;-14.565
aldeia indígena;SANTA MINA;Nova Nazaré;372.27;acima de 10 km;manso_capital;;;TI Areões;-52.328056;-14.565417
aldeia indígena;Piyulewene;Feliz Natal;374.75;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.85655;-12.069
aldeia indígena;ARUAK;Feliz Natal;374.89;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.857033;-12.067086
aldeia indígena;Naruvôtu;Gaúcha do Norte;376.47;acima de 10 km;manso_capital;;;TI Pequizal do Naruvôtu;-52.906425;-12.961833
aldeia indígena;WAURÁ;Gaúcha do Norte;376.5;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.584222;-12.250292
aldeia indígena;Naruvôtu;Gaúcha do Norte;376.69;acima de 10 km;manso_capital;;;TI Pequizal do Naruvôtu;-52.905347;-12.959872
aldeia indígena;Piyulaga (Waura);Gaúcha do Norte;376.73;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.582594;-12.248978
aldeia indígena;BURITIZAL;Gaúcha do Norte;377.86;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.2398;-12.543964
aldeia indígena;Buritizal;Gaúcha do Norte;377.97;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.240367;-12.542
aldeia indígena;BURITIRANA;Nova Nazaré;378.16;acima de 10 km;manso_capital;;;TI Areões;-52.280083;-14.506917
aldeia indígena;CAMPO ALEGRA;Nova Nazaré;378.77;acima de 10 km;manso_capital;;;TI Areões;-52.270611;-14.537639
aldeia indígena;Tazu´jyt Tetam (Aweti);Gaúcha do Norte;379.02;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.392183;-12.382875
aldeia indígena;AWETI;Gaúcha do Norte;379.1;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.391711;-12.382239
aldeia indígena;NOVA ESPERANÇA;Nova Nazaré;381.12;acima de 10 km;manso_capital;;;TI Areões;-52.2595;-14.454694
aldeia indígena;Pangakigi (Caramujo);Gaúcha do Norte;381.3;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.984828;-12.785417
aldeia indígena;MUITA PAZ;Nova Nazaré;382.34;acima de 10 km;manso_capital;;;TI Areões;-52.236306;-14.545472
aldeia indígena;SANTA TEREZINHA;Nova Nazaré;383.37;acima de 10 km;manso_capital;;;TI Areões;-52.242336;-14.427942
aldeia indígena;KALUANE;Gaúcha do Norte;385.93;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.968581;-12.738469
aldeia indígena;Kaluwani (Paraíso);Gaúcha do Norte;385.94;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.969922;-12.736678
aldeia indígena;São Jorge;Gaúcha do Norte;386.69;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.329281;-12.346217
aldeia indígena;CACHOEIRA;Nova Nazaré;386.93;acima de 10 km;manso_capital;;;TI Areões;-52.190278;-14.574639
aldeia indígena;ALEGRIA;Nova Nazaré;387.61;acima de 10 km;manso_capital;;;TI Areões;-52.205444;-14.409778
aldeia indígena;Lahatua;Gaúcha do Norte;387.61;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.108306;-12.554114
aldeia indígena;LAHATUA;Gaúcha do Norte;387.63;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.10835;-12.553756
aldeia indígena;Assahutu;Gaúcha do Norte;388.0;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.071869;-12.588756
aldeia indígena;MAYENE;Gaúcha do Norte;388.22;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.128947;-12.523861
aldeia indígena;Mayene;Gaúcha do Norte;388.29;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.128489;-12.523447
aldeia indígena;Agatha (Barranco Queimado);Gaúcha do Norte;388.68;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.914253;-12.766397
aldeia indígena;AGATHA;Gaúcha do Norte;388.78;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.913692;-12.765661
aldeia indígena;PALLUSHAYU;Gaúcha do Norte;390.01;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.3472;-12.289625
aldeia indígena;Palushayu;Gaúcha do Norte;390.15;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.345211;-12.289775
aldeia indígena;ARANHE;Gaúcha do Norte;390.21;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.824231;-12.862033
aldeia indígena;Escolinha;Brasnorte;390.3;acima de 10 km;manso_capital;;;TI Erikpatsá;-58.251944;-11.783333
aldeia indígena;PEQUI;Nova Nazaré;391.45;acima de 10 km;manso_capital;;;TI Areões;-52.156056;-14.505806
aldeia indígena;Tehuhungu (Pedra);Canarana;391.57;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.849422;-12.807431
aldeia indígena;TEHUHUNGU;Canarana;391.63;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.849169;-12.806814
aldeia indígena;SAIDÃO DA FUMAÇA;Gaúcha do Norte;391.67;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.354297;-12.263422
aldeia indígena;Saidão da Fumaça;Gaúcha do Norte;391.69;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.353383;-12.263903
aldeia indígena;Lago Azul;Canarana;391.99;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.827019;-12.830942
aldeia indígena;LAGO AZUL;Gaúcha do Norte;392.06;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.826083;-12.831164
aldeia indígena;Adjuaga (Kuluene);Canarana;392.24;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.810908;-12.849044
aldeia indígena;Koliñakwa;Sapezal;392.32;acima de 10 km;manso_capital;;;TI Enawenê-Nawê;-58.778641;-12.154773
aldeia indígena;FELIZ NATAL;Nova Nazaré;392.56;acima de 10 km;manso_capital;;;TI Areões;-52.151139;-14.464083
aldeia indígena;TRIPÁ;Água Boa;393.98;acima de 10 km;manso_capital;;;TI Areões;-52.165722;-14.292694
aldeia indígena;Lagoa Grande;Nova Nazaré;394.51;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.141834;-14.402838
aldeia indígena;Água Quente;Água Boa;395.08;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.158639;-14.275722
aldeia indígena;LEONARDO;Gaúcha do Norte;395.2;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.378506;-12.200342
aldeia indígena;Ipatse (Kuikuro);Gaúcha do Norte;395.28;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.209517;-12.351883
aldeia indígena;Ipavu (Kamayura);Gaúcha do Norte;395.33;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.432958;-12.153564
aldeia indígena;IPATSE/KUIKURO;Gaúcha do Norte;395.36;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.209028;-12.351306
aldeia indígena;IPAVU;Gaúcha do Norte;395.36;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.432458;-12.153628
aldeia indígena;CAMARARÉ;Comodoro;395.99;acima de 10 km;manso_capital;;;TI Nambikwara;-59.567594;-13.021414
aldeia indígena;Água Viva;Nova Nazaré;397.45;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.121682;-14.357346
aldeia indígena;UBARIRÉ (NOVA VIDA);Nova Nazaré;398.61;acima de 10 km;manso_capital;;;TI Areões;-52.117583;-14.317833
aldeia indígena;CARAMUJO;Gaúcha do Norte;398.66;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.785389;-12.785389
aldeia indígena;SERRA NOVA;Nova Nazaré;398.79;acima de 10 km;manso_capital;;;TI Areões;-52.132861;-14.229472
aldeia indígena;Serra Nova;Água Boa;398.79;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.132861;-14.229472
aldeia indígena;Afukuri;Querência;398.83;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.004125;-12.517272
aldeia indígena;AFUKURI;Querência;398.85;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.004139;-12.517003
aldeia indígena;DOIS GALHOS;Nova Nazaré;398.94;acima de 10 km;manso_capital;;;TI Areões;-52.077778;-14.579
aldeia indígena;El Shaday;Água Boa;399.04;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.130693;-14.228783
aldeia indígena;GAUCHA;Gaúcha do Norte;399.09;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.452375;-12.094308
aldeia indígena;Tanguro;Querência;399.58;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.923533;-12.598842
aldeia indígena;TANGURO;Querência;399.68;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.922694;-12.598394
aldeia indígena;Posto Novo;Brasnorte;401.11;acima de 10 km;manso_capital;;;TI Erikpatsá;-58.251111;-11.666944
aldeia indígena;Tuatuari (Yawalapiti);Gaúcha do Norte;401.11;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.335361;-12.166842
aldeia indígena;YAWALAPITI;Gaúcha do Norte;401.14;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.335131;-12.166736
aldeia indígena;Babaçu;Água Boa;401.47;acima de 10 km;manso_capital;;;terra indígena não identificada;-52.099634;-14.269934
aldeia indígena;JESUS MARIA JOSE;Nova Nazaré;402.91;acima de 10 km;manso_capital;;;TI Areões;-52.083778;-14.28175
aldeia indígena;NORÕWEDW;Nova Nazaré;404.91;acima de 10 km;manso_capital;;;TI Areões;-52.064667;-14.283222
aldeia indígena;MUTUM;Nova Nazaré;405.05;acima de 10 km;manso_capital;;;TI Areões;-52.017989;-14.608731
aldeia indígena;Ngahünga;Querência;405.86;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.187147;-12.241281
aldeia indígena;Morená;Feliz Natal;406.35;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.553756;-11.933364
aldeia indígena;MORENA;Feliz Natal;406.52;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.552319;-11.932528
aldeia indígena;MATIPU;Querência;406.72;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.186319;-12.231508
aldeia indígena;Matipu;Querência;406.75;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.186197;-12.231172
aldeia indígena;Aiha (Kalapalo);Querência;407.2;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.255792;-12.162931
aldeia indígena;AIHA /KALAPALO;Gaúcha do Norte;407.3;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.255542;-12.161964
aldeia indígena;PEDRA BRANCA;Nova Nazaré;407.37;acima de 10 km;manso_capital;;;TI Areões;-51.998639;-14.584778
aldeia indígena;Majyape (Nafukua);Querência;409.38;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.294794;-12.103311
aldeia indígena;NAHUKWÁ;Querência;409.41;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.2954;-12.102364
aldeia indígena;RÃIRÃTE;Nova Nazaré;409.69;acima de 10 km;manso_capital;;;TI Areões;-51.977333;-14.581917
aldeia indígena;Jacaré;Querência;410.27;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.399394;-12.007481
aldeia indígena;JACARE ( Antiga Base FAB);Gaúcha do Norte;410.33;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.399711;-12.006528
aldeia indígena;Boa Esperança;Feliz Natal;410.56;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.594461;-11.8571
aldeia indígena;JERUSALÉM;Nova Nazaré;410.6;acima de 10 km;manso_capital;;;TI Areões;-52.019667;-14.238889
aldeia indígena;BOA ESPERANÇA;Feliz Natal;410.61;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.594572;-11.856444
aldeia indígena;ATIXI TIXIKXU;Querência;412.46;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.493331;-11.909694
aldeia indígena;Três Lagos;Querência;412.51;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.493067;-11.90925
aldeia indígena;Vale Verde;Juara;413.17;acima de 10 km;manso_capital;;;TI Apiaka/Kayabi;-57.266667;-11.116667
aldeia indígena;CRISTLINO (ETÉ-A);Nova Nazaré;414.2;acima de 10 km;manso_capital;;;TI Areões;-51.938861;-14.547472
aldeia indígena;MAEREA;Nova Nazaré;414.62;acima de 10 km;manso_capital;;;TI Areões;-51.984444;-14.225306
aldeia indígena;Halataikwa;Comodoro;415.45;acima de 10 km;manso_capital;;;TI Enawenê-Nawê;-59.247242;-12.314153
aldeia indígena;São Cristóvão;Nova Nazaré;415.79;acima de 10 km;manso_capital;;;TI Areões;-51.924705;-14.540696
aldeia indígena;Sapezal;Querência;415.81;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.695544;-12.646078
aldeia indígena;Flor da Terra;Juara;416.62;acima de 10 km;manso_capital;;;TI Apiaka/Kayabi;-57.266667;-11.084444
aldeia indígena;Kawaipe;Juara;416.74;acima de 10 km;manso_capital;;;TI Apiaka/Kayabi;-57.266667;-11.083333
aldeia indígena;Moygu;Feliz Natal;418.81;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.621458;-11.747969
aldeia indígena;MOYGU;Feliz Natal;418.82;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.621094;-11.748122
aldeia indígena;SAPEZAL;Querência;419.54;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.639369;-12.663753
aldeia indígena;MAMAINDÊ;Comodoro;419.59;acima de 10 km;manso_capital;;;TI Vale do Guaporé;-60.007231;-13.390972
aldeia indígena;PAVARU;Gaúcha do Norte;419.72;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.611567;-11.744753
aldeia indígena;CURUMIM;Querência;420.11;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.622083;-12.678194
aldeia indígena;Tangurinho;Querência;420.25;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.611433;-12.690456
aldeia indígena;TANGURINHO;Querência;420.28;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.61185;-12.689417
aldeia indígena;TANGURINHO;Querência;420.34;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.611281;-12.689275
aldeia indígena;ARAYO;Feliz Natal;420.43;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.609936;-11.738131
aldeia indígena;Arayo;Feliz Natal;420.43;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.609872;-11.738094
aldeia indígena;Santana;Nova Nazaré;421.17;acima de 10 km;manso_capital;;;TI Areões;-51.879069;-14.501147
aldeia indígena;Maita;Feliz Natal;422.28;acima de 10 km;manso_capital;;;TI Parque do Xingu;-54.000078;-11.588708
aldeia indígena;Divisa;Brasnorte;424.49;acima de 10 km;manso_capital;;;TI Erikpatsá;-58.301111;-11.450278
aldeia indígena;Cabeceirinha;Brasnorte;426.06;acima de 10 km;manso_capital;;;TI Erikpatsá;-58.301389;-11.433889
aldeia indígena;Novo Progresso;Feliz Natal;426.11;acima de 10 km;manso_capital;;;TI Parque do Xingu;-53.868311;-11.518669
aldeia indígena;Kotokowiñakwa/Dolowikwa;Juína;426.57;acima de 10 km;manso_capital;;;TI Enawenê-Nawê;-59.333208;-12.258841
aldeia indígena;SANTA RITA;Nova Nazaré;427.22;acima de 10 km;manso_capital;;;TI Areões;-51.879111;-14.159861
aldeia indígena;CURUMIM;Querência;427.43;acima de 10 km;manso_capital;;;TI Parque do Xingu;-52.738225;-12.426756
